0	./
0	./
21	./.ci-ping
1360	./.galois/automorphisms.tsv
34	./.ghosts_build/museum-20250916041616/.archive/missing.tsv
296	./.ghosts_build/museum-20250916041616/README.md
17	./.gitattributes
765	./.github/workflows/.github/workflows/assure.yml
750	./.github/workflows/_boundary.disabled
247	./.github/workflows/assure.yml
2824	./.github/workflows/assure.yml.bak.20250919-153953
515	./.github/workflows/canonical-guard.yml
303	./.github/workflows/claims-guard.yml
2450	./.github/workflows/cohomology.yml
272	./.github/workflows/companion-guard.yml
265	./.github/workflows/frozen-guard.yml
775	./.github/workflows/fusion.yml
1107	./.github/workflows/geom-anchor.yml
2601	./.github/workflows/geom-ci.yml
776	./.github/workflows/geom-proof.yml
831	./.github/workflows/hecke-11a1.yml
459	./.github/workflows/hecke-11a1.yml.bak.20250919-153953
328	./.github/workflows/hecke-guard.yml
567	./.github/workflows/instrument.yml
547	./.github/workflows/labs/automorphic_catalog.yml
3229	./.github/workflows/labs/bash-langlands.yml
1185	./.github/workflows/labs/boundary.yml
741	./.github/workflows/labs/census.yml
390	./.github/workflows/labs/codeql.yml
665	./.github/workflows/labs/ds.yml
162	./.github/workflows/labs/genius-dark.yml
1040	./.github/workflows/labs/langlands-phase-next.yml
682	./.github/workflows/labs/lean-proofs.yml
783	./.github/workflows/labs/phys_guards.yml
159	./.github/workflows/labs/physics.yml
247	./.github/workflows/labs/receipt.yml
785	./.github/workflows/labs/release-attest.yml
358	./.github/workflows/labs/release-staple.yml
2210	./.github/workflows/labs/tau-crystal.yml
756	./.github/workflows/labs/tau_automorphic.yml
651	./.github/workflows/labs/tau_automorphic_manual.yml
1217	./.github/workflows/labs/tau_bundled.yml
167	./.github/workflows/labs/tau_discovery.yml
28	./.github/workflows/labs/tau_discovery_confirm.yml
812	./.github/workflows/labs/tau_experimental.yml
796	./.github/workflows/labs/tau_experimental_v2.yml
778	./.github/workflows/labs/tau_fft_bootstrap.yml
758	./.github/workflows/labs/tau_langlands.yml
710	./.github/workflows/labs/tau_phys_guards.yml
1226	./.github/workflows/labs/tau_post_emit.yml
684	./.github/workflows/labs/tau_post_emit_push.yml
427	./.github/workflows/meaningfulness-guard.yml
530	./.github/workflows/mirror.yml
2612	./.github/workflows/mirror.yml.bak.20250919-154153
1958	./.github/workflows/morpho-ci.yml
546	./.github/workflows/morpho-release.yml
2730	./.github/workflows/morpho.yml
1023	./.github/workflows/morpho_ci.yml
264	./.github/workflows/panic-sentinel.yml
837	./.github/workflows/poison.yml
586	./.github/workflows/poison.yml.bak.20250919-153953
929	./.github/workflows/prim.yml
728	./.github/workflows/ramanujan-ci.yml
1377	./.github/workflows/release.yml
3411	./.github/workflows/run1.yml
3912	./.github/workflows/season1-ci.yml
965	./.github/workflows/spec-guard.yml
585	./.github/workflows/spec-guard.yml.bak.20250919-153953
1279	./.github/workflows/tau-plumbing.yml
556	./.github/workflows/verify_proof.yml
1388	./.gitignore
1530	./.gitignore.bak_20250919_042109
1454	./.gitignore.bak_20250919_042321
139	./.gitignore.bak_20250921T013812Z
29	./.pages_stamp
1669127	./.secrets/morpho_raw_20250919_044619.tar.enc
3046919	./.secrets/morpho_raw_20250919_050516.tar
3051493	./.secrets/morpho_raw_20250919_050516.tar.enc
641	./.tau_ledger/CHAIN
22	./.tau_ledger/action_wrapper.sha256
220	./.tau_ledger/automorphic/critical_zeros.json
933	./.tau_ledger/automorphic/hecke_1757927249.json
211	./.tau_ledger/automorphic/new_zeros.json
146	./.tau_ledger/chain.LEGACY
307	./.tau_ledger/coho_frobenius_tag.json
537	./.tau_ledger/coho_obstruction_v2.json
334	./.tau_ledger/coho_obstructions.json
248	./.tau_ledger/dashboard/dashboard_2025-09-18T02-22-42Z.json
248	./.tau_ledger/dashboard/dashboard_2025-09-18T02-24-59Z.json
0	./.tau_ledger/delta.tsv
237	./.tau_ledger/delta_report.md
35	./.tau_ledger/demo/run1.json
106	./.tau_ledger/digests/bsd_rank1.json.sha256
112	./.tau_ledger/digests/symsquare_zeros.json.sha256
0	./.tau_ledger/dst_leaf.tsv
113	./.tau_ledger/ed25519_pub.pem
205	./.tau_ledger/enclave/enclavev1-20250914T144251Z.meta
231	./.tau_ledger/entropy/entv1-20250914T023136Z.json
65	./.tau_ledger/entropy/entv1-20250914T023136Z.sha256
